SUBJECT-FILE,category,filename,item,Tar_typ,Dis_Typ,Sim-Dif,Dis_num,Tarpic,dispic,leftpic,rightpic,compare-image
14,CLOCK,CLOCK,14,Atypical,typ,dis,2,Atypical_CLOCK.tga,CLOCK_typ_dis2.tga,CLOCK_typ_dis2.tga,Atypical_CLOCK.tga,Atypical_CLOCK_typ_dis2.bmp
14,FAN ,FAN,20,Typical,atyp,dis,1,Typical_FAN.tga,FAN_atyp_dis1.tga,Typical_FAN.tga,FAN_atyp_dis1.tga,Typical_FAN_atyp_dis1.bmp
14,BASKET ,BASKET,4,Typical,typ,dis,3,Typical_BASKET.tga,BASKET_typ_dis3.tga,Typical_BASKET.tga,BASKET_typ_dis3.tga,Typical_BASKET_typ_dis3.bmp
14,BENCH ,BENCH,5,Typical,typ,dis,1,Typical_BENCH.tga,BENCH_typ_dis1.tga,BENCH_typ_dis1.tga,Typical_BENCH.tga,Typical_BENCH_typ_dis1.bmp
14,BRIEFCASE,BRIEFCASE,8,Atypical,atyp,dis,4,Atypical_BRIEFCASE.tga,BRIEFCASE_atyp_dis4.tga,BRIEFCASE_atyp_dis4.tga,Atypical_BRIEFCASE.tga,Atypical_BRIEFCASE_atyp_dis4.bmp
14,GRENADE ,GRENADE,23,Typical,typ,dis,5,Typical_GRENADE.tga,GRENADE_typ_dis5.tga,GRENADE_typ_dis5.tga,Typical_GRENADE.tga,Typical_GRENADE_typ_dis5.bmp
14,CACTUS ,CACTUS,9,Typical,atyp,dis,3,Typical_CACTUS.tga,CACTUS_atyp_dis3.tga,CACTUS_atyp_dis3.tga,Typical_CACTUS.tga,Typical_CACTUS_atyp_dis3.bmp
14,LAMP ,LAMP,29,Atypical,atyp,dis,2,Atypical_LAMP.tga,LAMP_atyp_dis2.tga,Atypical_LAMP.tga,LAMP_atyp_dis2.tga,Atypical_LAMP_atyp_dis2.bmp
14,BICYCLE ,BICYCLE,6,Typical,typ,sim,4,Typical_BICYCLE.tga,BICYCLE_typ_sim4.tga,Typical_BICYCLE.tga,BICYCLE_typ_sim4.tga,Typical_BICYCLE_typ_sim4.bmp
14,CANDLE ,CANDLE,12,Atypical,atyp,sim,1,Atypical_CANDLE.tga,CANDLE_atyp_sim1.tga,CANDLE_atyp_sim1.tga,Atypical_CANDLE.tga,Atypical_CANDLE_atyp_sim1.bmp
14,SCISSORS ,SCISSORS,34,Atypical,typ,dis,2,Atypical_SCISSORS.tga,SCISSORS_typ_dis2.tga,SCISSORS_typ_dis2.tga,Atypical_SCISSORS.tga,Atypical_SCISSORS_typ_dis2.bmp
14,BAG ,BAG,3,Atypical,typ,dis,4,Atypical_BAG.tga,BAG_typ_dis4.tga,Atypical_BAG.tga,BAG_typ_dis4.tga,Atypical_BAG_typ_dis4.bmp
14,BOTTLE ,BOTTLE,7,Typical,typ,sim,2,Typical_BOTTLE.tga,BOTTLE_typ_sim2.tga,BOTTLE_typ_sim2.tga,Typical_BOTTLE.tga,Typical_BOTTLE_typ_sim2.bmp
14,HELMET ,HELMET,27,Atypical,typ,sim,1,Atypical_HELMET.tga,HELMET_typ_sim1.tga,Atypical_HELMET.tga,HELMET_typ_sim1.tga,Atypical_HELMET_typ_sim1.bmp
14,FAN ,FAN,20,Atypical,atyp,sim,5,Atypical_FAN.tga,FAN_atyp_sim5.tga,FAN_atyp_sim5.tga,Atypical_FAN.tga,Atypical_FAN_atyp_sim5.bmp
14,CAKE,CAKE,10,Atypical,atyp,sim,5,Atypical_CAKE.tga,CAKE_atyp_sim5.tga,CAKE_atyp_sim5.tga,Atypical_CAKE.tga,Atypical_CAKE_atyp_sim5.bmp
14,SAW ,SAW,33,Typical,typ,dis,5,Typical_SAW.tga,SAW_typ_dis5.tga,SAW_typ_dis5.tga,Typical_SAW.tga,Typical_SAW_typ_dis5.bmp
14,HEADPHONES ,HEADPHONES,26,Typical,typ,sim,4,Typical_HEADPHONES.tga,HEADPHONES_typ_sim4.tga,Typical_HEADPHONES.tga,HEADPHONES_typ_sim4.tga,Typical_HEADPHONES_typ_sim4.bmp
14,FLOWER ,FLOWER,21,Typical,atyp,sim,4,Typical_FLOWER.tga,FLOWER_atyp_sim4.tga,FLOWER_atyp_sim4.tga,Typical_FLOWER.tga,Typical_FLOWER_atyp_sim4.bmp
14,DRUM ,DRUM,19,Atypical,atyp,dis,2,Atypical_DRUM.tga,DRUM_atyp_dis2.tga,Atypical_DRUM.tga,DRUM_atyp_dis2.tga,Atypical_DRUM_atyp_dis2.bmp
14,DOORKNOB ,DOORKNOB,17,Typical,typ,sim,2,Typical_DOORKNOB.tga,DOORKNOB_typ_sim2.tga,DOORKNOB_typ_sim2.tga,Typical_DOORKNOB.tga,Typical_DOORKNOB_typ_sim2.bmp
14,CUP ,CUP,15,Typical,typ,dis,1,Typical_CUP.tga,CUP_typ_dis1.tga,CUP_typ_dis1.tga,Typical_CUP.tga,Typical_CUP_typ_dis1.bmp
14,CAMERA ,CAMERA,11,Atypical,atyp,sim,3,Atypical_CAMERA.tga,CAMERA_atyp_sim3.tga,Atypical_CAMERA.tga,CAMERA_atyp_sim3.tga,Atypical_CAMERA_atyp_sim3.bmp
14,TAPE DISPENSER ,TAPE,38,Atypical,atyp,dis,4,Atypical_TAPE.tga,TAPE_atyp_dis4.tga,TAPE_atyp_dis4.tga,Atypical_TAPE.tga,Atypical_TAPE_atyp_dis4.bmp
14,WRENCH ,WRENCH,40,Typical,atyp,dis,1,Typical_WRENCH.tga,WRENCH_atyp_dis1.tga,Typical_WRENCH.tga,WRENCH_atyp_dis1.tga,Typical_WRENCH_atyp_dis1.bmp
14,DOG,DOG,16,Atypical,typ,sim,3,Atypical_DOG.tga,DOG_typ_sim3.tga,DOG_typ_sim3.tga,Atypical_DOG.tga,Atypical_DOG_typ_sim3.bmp
14,SCISSORS ,SCISSORS,34,Typical,typ,dis,3,Typical_SCISSORS.tga,SCISSORS_typ_dis3.tga,Typical_SCISSORS.tga,SCISSORS_typ_dis3.tga,Typical_SCISSORS_typ_dis3.bmp
14,BENCH,BENCH,5,Atypical,typ,sim,5,Atypical_BENCH.tga,BENCH_typ_sim5.tga,Atypical_BENCH.tga,BENCH_typ_sim5.tga,Atypical_BENCH_typ_sim5.bmp
14,TELEPHONE ,TELEPHONE,39,Atypical,atyp,dis,2,Atypical_TELEPHONE.tga,TELEPHONE_atyp_dis2.tga,Atypical_TELEPHONE.tga,TELEPHONE_atyp_dis2.tga,Atypical_TELEPHONE_atyp_dis2.bmp
14,LAMP ,LAMP,29,Typical,atyp,dis,3,Typical_LAMP.tga,LAMP_atyp_dis3.tga,LAMP_atyp_dis3.tga,Typical_LAMP.tga,Typical_LAMP_atyp_dis3.bmp
14,FLOWER ,FLOWER,21,Atypical,atyp,sim,3,Atypical_FLOWER.tga,FLOWER_atyp_sim3.tga,Atypical_FLOWER.tga,FLOWER_atyp_sim3.tga,Atypical_FLOWER_atyp_sim3.bmp
14,LEAF ,LEAF,30,Atypical,atyp,sim,5,Atypical_LEAF.tga,LEAF_atyp_sim5.tga,LEAF_atyp_sim5.tga,Atypical_LEAF.tga,Atypical_LEAF_atyp_sim5.bmp
