SUBJECT-FILE,category1,filename1,item1,Tar_typ1,Dis_Typ1,Sim-Dif1,Dis_num1,Tarpic1,dispic1,leftpic1,rightpic1,compare-image1,category2,filename2,item2,Tar_typ2,Dis_Typ2,Sim-Dif2,Dis_num2,Tarpic2,dispic2,leftpic2,rightpic2,compare-image2,category3,filename3,item3,Tar_typ3,Dis_Typ3,Sim-Dif3,Dis_num3,Tarpic3,dispic3,leftpic3,rightpic3,compare-image3,category4,filename4,item4,Tar_typ4,Dis_Typ4,Sim-Dif4,Dis_num4,Tarpic4,dispic4,leftpic4,rightpic4,compare-image4
10,SWORD ,SWORD,36,Atypical,atyp,dis,4,Atypical_SWORD.tga,SWORD_atyp_dis4.tga,SWORD_atyp_dis4.tga,Atypical_SWORD.tga,Atypical_SWORD_atyp_dis4.bmp,FAN ,FAN,20,Typical,atyp,sim,2,Typical_FAN.tga,FAN_atyp_sim2.tga,Typical_FAN.tga,FAN_atyp_sim2.tga,Typical_FAN_atyp_sim2.bmp,AXE ,AXE,2,Atypical,typ,dis,2,Atypical_AXE.tga,AXE_typ_dis2.tga,AXE_typ_dis2.tga,Atypical_AXE.tga,Atypical_AXE_typ_dis2.bmp,CANDLE ,CANDLE,12,Atypical,typ,dis,2,Atypical_CANDLE.tga,CANDLE_typ_dis2.tga,CANDLE_typ_dis2.tga,Atypical_CANDLE.tga,Atypical_CANDLE_typ_dis2.bmp
10,GRENADE ,GRENADE,23,Atypical,typ,sim,5,Atypical_GRENADE.tga,GRENADE_typ_sim5.tga,Atypical_GRENADE.tga,GRENADE_typ_sim5.tga,Atypical_GRENADE_typ_sim5.bmp,DOG ,DOG,16,Typical,atyp,dis,5,Typical_DOG.tga,DOG_atyp_dis5.tga,Typical_DOG.tga,DOG_atyp_dis5.tga,Typical_DOG_atyp_dis5.bmp,GLASSES ,GLASSES,22,Atypical,typ,dis,2,Atypical_GLASSES.tga,GLASSES_typ_dis2.tga,GLASSES_typ_dis2.tga,Atypical_GLASSES.tga,Atypical_GLASSES_typ_dis2.bmp,BENCH ,BENCH,5,Typical,typ,sim,2,Typical_BENCH.tga,BENCH_typ_sim2.tga,BENCH_typ_sim2.tga,Typical_BENCH.tga,Typical_BENCH_typ_sim2.bmp
10,CAMERA ,CAMERA,11,Atypical,typ,dis,4,Atypical_CAMERA.tga,CAMERA_typ_dis4.tga,Atypical_CAMERA.tga,CAMERA_typ_dis4.tga,Atypical_CAMERA_typ_dis4.bmp,TELEPHONE ,TELEPHONE,39,Atypical,atyp,sim,3,Atypical_TELEPHONE.tga,TELEPHONE_atyp_sim3.tga,Atypical_TELEPHONE.tga,TELEPHONE_atyp_sim3.tga,Atypical_TELEPHONE_atyp_sim3.bmp,IRON ,IRON,28,Atypical,atyp,sim,5,Atypical_IRON.tga,IRON_atyp_sim5.tga,IRON_atyp_sim5.tga,Atypical_IRON.tga,Atypical_IRON_atyp_sim5.bmp,BAG ,BAG,3,Atypical,typ,sim,5,Atypical_BAG.tga,BAG_typ_sim5.tga,Atypical_BAG.tga,BAG_typ_sim5.tga,Atypical_BAG_typ_sim5.bmp
10,WRENCH ,WRENCH,40,Atypical,atyp,sim,1,Atypical_WRENCH.tga,WRENCH_atyp_sim1.tga,WRENCH_atyp_sim1.tga,Atypical_WRENCH.tga,Atypical_WRENCH_atyp_sim1.bmp,DRUM ,DRUM,19,Atypical,atyp,sim,3,Atypical_DRUM.tga,DRUM_atyp_sim3.tga,Atypical_DRUM.tga,DRUM_atyp_sim3.tga,Atypical_DRUM_atyp_sim3.bmp,APPLE ,APPLE,1,Typical,typ,dis,5,Typical_APPLE.tga,APPLE_typ_dis5.tga,APPLE_typ_dis5.tga,Typical_APPLE.tga,Typical_APPLE_typ_dis5.bmp,DOORKNOB ,DOORKNOB,17,Typical,atyp,dis,3,Typical_DOORKNOB.tga,DOORKNOB_atyp_dis3.tga,DOORKNOB_atyp_dis3.tga,Typical_DOORKNOB.tga,Typical_DOORKNOB_atyp_dis3.bmp
10,FLOWER ,FLOWER,21,Atypical,typ,dis,4,Atypical_FLOWER.tga,FLOWER_typ_dis4.tga,Atypical_FLOWER.tga,FLOWER_typ_dis4.tga,Atypical_FLOWER_typ_dis4.bmp,HEADPHONES2,HEADPHONES,26,Atypical,atyp,dis,4,Atypical_HEADPHONES.tga,HEADPHONES_atyp_dis4.tga,HEADPHONES_atyp_dis4.tga,Atypical_HEADPHONES.tga,Atypical_HEADPHONES_atyp_dis4.bmp,TABLE,TABLE,37,Atypical,atyp,dis,2,Atypical_TABLE.tga,TABLE_atyp_dis2.tga,Atypical_TABLE.tga,TABLE_atyp_dis2.tga,Atypical_TABLE_atyp_dis2.bmp,DRUM ,DRUM,19,Typical,atyp,sim,4,Typical_DRUM.tga,DRUM_atyp_sim4.tga,DRUM_atyp_sim4.tga,Typical_DRUM.tga,Typical_DRUM_atyp_sim4.bmp
10,PIPE ,PIPE,31,Atypical,typ,dis,4,Atypical_PIPE.tga,PIPE_typ_dis4.tga,Atypical_PIPE.tga,PIPE_typ_dis4.tga,Atypical_PIPE_typ_dis4.bmp,CUP ,CUP,15,Atypical,typ,sim,1,Atypical_CUP.tga,CUP_typ_sim1.tga,Atypical_CUP.tga,CUP_typ_sim1.tga,Atypical_CUP_typ_sim1.bmp,HAT ,HAT,25,Typical,typ,sim,2,Typical_HAT.tga,HAT_typ_sim2.tga,HAT_typ_sim2.tga,Typical_HAT.tga,Typical_HAT_typ_sim2.bmp,TABLE ,TABLE,37,Typical,atyp,dis,3,Typical_TABLE.tga,TABLE_atyp_dis3.tga,TABLE_atyp_dis3.tga,Typical_TABLE.tga,Typical_TABLE_atyp_dis3.bmp
10,CACTUS ,CACTUS,9,Typical,atyp,sim,4,Typical_CACTUS.tga,CACTUS_atyp_sim4.tga,CACTUS_atyp_sim4.tga,Typical_CACTUS.tga,Typical_CACTUS_atyp_sim4.bmp,STAPLER ,STAPLER,35,Typical,typ,sim,2,Typical_STAPLER.tga,STAPLER_typ_sim2.tga,STAPLER_typ_sim2.tga,Typical_STAPLER.tga,Typical_STAPLER_typ_sim2.bmp,SWORD ,SWORD,36,Typical,atyp,dis,5,Typical_SWORD.tga,SWORD_atyp_dis5.tga,Typical_SWORD.tga,SWORD_atyp_dis5.tga,Typical_SWORD_atyp_dis5.bmp,STAPLER ,STAPLER,35,Atypical,typ,sim,1,Atypical_STAPLER.tga,STAPLER_typ_sim1.tga,Atypical_STAPLER.tga,STAPLER_typ_sim1.tga,Atypical_STAPLER_typ_sim1.bmp
10,BICYCLE ,BICYCLE,6,Atypical,atyp,dis,4,Atypical_BICYCLE.tga,BICYCLE_atyp_dis4.tga,BICYCLE_atyp_dis4.tga,Atypical_BICYCLE.tga,Atypical_BICYCLE_atyp_dis4.bmp,CHAIR ,CHAIR,13,Typical,typ,dis,1,Typical_CHAIR.tga,CHAIR_typ_dis1.tga,CHAIR_typ_dis1.tga,Typical_CHAIR.tga,Typical_CHAIR_typ_dis1.bmp,AXE ,AXE,2,Typical,typ,dis,3,Typical_AXE.tga,AXE_typ_dis3.tga,Typical_AXE.tga,AXE_typ_dis3.tga,Typical_AXE_typ_dis3.bmp,PIPE ,PIPE,31,Typical,typ,dis,5,Typical_PIPE.tga,PIPE_typ_dis5.tga,PIPE_typ_dis5.tga,Typical_PIPE.tga,Typical_PIPE_typ_dis5.bmp
10,BOTTLE ,BOTTLE,7,Typical,atyp,dis,3,Typical_BOTTLE.tga,BOTTLE_atyp_dis3.tga,BOTTLE_atyp_dis3.tga,Typical_BOTTLE.tga,Typical_BOTTLE_atyp_dis3.bmp,CAKE,CAKE,10,Atypical,atyp,sim,1,Atypical_CAKE.tga,CAKE_atyp_sim1.tga,CAKE_atyp_sim1.tga,Atypical_CAKE.tga,Atypical_CAKE_atyp_sim1.bmp,GRENADE ,GRENADE,23,Typical,typ,dis,1,Typical_GRENADE.tga,GRENADE_typ_dis1.tga,GRENADE_typ_dis1.tga,Typical_GRENADE.tga,Typical_GRENADE_typ_dis1.bmp,BENCH,BENCH,5,Atypical,typ,sim,1,Atypical_BENCH.tga,BENCH_typ_sim1.tga,Atypical_BENCH.tga,BENCH_typ_sim1.tga,Atypical_BENCH_typ_sim1.bmp
10,HAMMER ,HAMMER,24,Typical,typ,sim,4,Typical_HAMMER.tga,HAMMER_typ_sim4.tga,Typical_HAMMER.tga,HAMMER_typ_sim4.tga,Typical_HAMMER_typ_sim4.bmp,APPLE ,APPLE,1,Atypical,typ,dis,4,Atypical_APPLE.tga,APPLE_typ_dis4.tga,Atypical_APPLE.tga,APPLE_typ_dis4.tga,Atypical_APPLE_typ_dis4.bmp,CLOCK,CLOCK,14,Atypical,typ,sim,3,Atypical_CLOCK.tga,CLOCK_typ_sim3.tga,CLOCK_typ_sim3.tga,Atypical_CLOCK.tga,Atypical_CLOCK_typ_sim3.bmp,CACTUS ,CACTUS,9,Atypical,atyp,sim,3,Atypical_CACTUS.tga,CACTUS_atyp_sim3.tga,Atypical_CACTUS.tga,CACTUS_atyp_sim3.tga,Atypical_CACTUS_atyp_sim3.bmp
10,BRIEFCASE ,BRIEFCASE,8,Typical,atyp,dis,1,Typical_BRIEFCASE.tga,BRIEFCASE_atyp_dis1.tga,Typical_BRIEFCASE.tga,BRIEFCASE_atyp_dis1.tga,Typical_BRIEFCASE_atyp_dis1.bmp,LAMP ,LAMP,29,Typical,atyp,sim,4,Typical_LAMP.tga,LAMP_atyp_sim4.tga,LAMP_atyp_sim4.tga,Typical_LAMP.tga,Typical_LAMP_atyp_sim4.bmp,WRENCH ,WRENCH,40,Typical,atyp,sim,2,Typical_WRENCH.tga,WRENCH_atyp_sim2.tga,Typical_WRENCH.tga,WRENCH_atyp_sim2.tga,Typical_WRENCH_atyp_sim2.bmp,BICYCLE ,BICYCLE,6,Typical,atyp,dis,5,Typical_BICYCLE.tga,BICYCLE_atyp_dis5.tga,Typical_BICYCLE.tga,BICYCLE_atyp_dis5.tga,Typical_BICYCLE_atyp_dis5.bmp
10,PISTOL ,PISTOL,32,Typical,typ,dis,3,Typical_PISTOL.tga,PISTOL_typ_dis3.tga,Typical_PISTOL.tga,PISTOL_typ_dis3.tga,Typical_PISTOL_typ_dis3.bmp,FLOWER ,FLOWER,21,Typical,typ,dis,5,Typical_FLOWER.tga,FLOWER_typ_dis5.tga,FLOWER_typ_dis5.tga,Typical_FLOWER.tga,Typical_FLOWER_typ_dis5.bmp,BAG ,BAG,3,Typical,typ,dis,1,Typical_BAG.tga,BAG_typ_dis1.tga,BAG_typ_dis1.tga,Typical_BAG.tga,Typical_BAG_typ_dis1.bmp,SAW ,SAW,33,Typical,typ,dis,1,Typical_SAW.tga,SAW_typ_dis1.tga,SAW_typ_dis1.tga,Typical_SAW.tga,Typical_SAW_typ_dis1.bmp
10,HEADPHONES ,HEADPHONES,26,Typical,atyp,dis,5,Typical_HEADPHONES.tga,HEADPHONES_atyp_dis5.tga,Typical_HEADPHONES.tga,HEADPHONES_atyp_dis5.tga,Typical_HEADPHONES_atyp_dis5.bmp,LEAF ,LEAF,30,Atypical,atyp,sim,1,Atypical_LEAF.tga,LEAF_atyp_sim1.tga,LEAF_atyp_sim1.tga,Atypical_LEAF.tga,Atypical_LEAF_atyp_sim1.bmp,SCISSORS ,SCISSORS,34,Typical,typ,sim,4,Typical_SCISSORS.tga,SCISSORS_typ_sim4.tga,Typical_SCISSORS.tga,SCISSORS_typ_sim4.tga,Typical_SCISSORS_typ_sim4.bmp,PISTOL ,PISTOL,32,Atypical,typ,dis,2,Atypical_PISTOL.tga,PISTOL_typ_dis2.tga,PISTOL_typ_dis2.tga,Atypical_PISTOL.tga,Atypical_PISTOL_typ_dis2.bmp
